ID,N_claims_history,Claims_history_log,Has_claims_history,Is_frequent_claimant,Claims_per_year,R_Claims_history,Driver_age,Is_high_risk_age,Licence_years,Is_novice,Age_licence_gap,Late_licence,Is_van,Is_passenger_car,Is_motorbike,Value_vehicle,Value_vehicle_log,Is_high_value,Power,Power_log,Is_high_power,Has_second_driver,Is_urban,Composite_risk_score,Seniority,Policy_age_years,Is_broker_urban,Policy_start_quarter,Is_Q4_start,Claims_binary
6,2,1.0986122886681098,1,0,0.15384615384615385,0.16,52.19438740588638,0,28.306639288158795,0,23.887748117727586,0,0,1,0,9927.0,9.203114326884442,0,87,4.477336814478207,0,0,0,0,13,12.591375770020534,0,2,0,0
6,2,1.0986122886681098,1,0,0.15384615384615385,0.16,52.19438740588638,0,28.306639288158795,0,23.887748117727586,0,0,1,0,9927.0,9.203114326884442,0,87,4.477336814478207,0,0,0,0,13,12.591375770020534,0,2,0,0
6,2,1.0986122886681098,1,0,0.15384615384615385,0.16,52.19438740588638,0,28.306639288158795,0,23.887748117727586,0,0,1,0,9927.0,9.203114326884442,0,87,4.477336814478207,0,0,0,0,13,12.591375770020534,0,2,0,0
8,6,1.9459101490553132,1,1,0.3333333333333333,0.34,77.63997262149213,1,56.41615331964408,0,21.223819301848053,0,0,1,0,27330.0,10.21577686808075,1,130,4.875197323201151,1,0,0,2,18,17.593429158110883,0,2,0,0
8,6,1.9459101490553132,1,1,0.3333333333333333,0.34,77.63997262149213,1,56.41615331964408,0,21.223819301848053,0,0,1,0,27330.0,10.21577686808075,1,130,4.875197323201151,1,0,0,2,18,17.593429158110883,0,2,0,0
8,6,1.9459101490553132,1,1,0.3333333333333333,0.34,77.63997262149213,1,56.41615331964408,0,21.223819301848053,0,0,1,0,27330.0,10.21577686808075,1,130,4.875197323201151,1,0,0,2,18,17.593429158110883,0,2,0,0
9,2,1.0986122886681098,1,0,0.3333333333333333,0.5,69.19096509240246,0,23.6249144421629,0,45.56605065023956,1,0,1,0,13140.0,9.483492392643639,0,65,4.189654742026425,0,1,0,0,6,5.1854893908282,0,4,1,0
9,2,1.0986122886681098,1,0,0.3333333333333333,0.5,69.19096509240246,0,23.6249144421629,0,45.56605065023956,1,0,1,0,13140.0,9.483492392643639,0,65,4.189654742026425,0,1,0,0,6,5.1854893908282,0,4,1,0
10,2,1.0986122886681098,1,0,0.3333333333333333,0.0,69.19096509240246,0,23.6249144421629,0,45.56605065023956,1,0,1,0,24850.0,10.120653272163802,1,65,4.189654742026425,0,0,0,0,6,1.9630390143737166,0,1,0,0
10,2,1.0986122886681098,1,0,0.3333333333333333,0.0,69.19096509240246,0,23.6249144421629,0,45.56605065023956,1,0,1,0,24850.0,10.120653272163802,1,65,4.189654742026425,0,0,0,0,6,1.9630390143737166,0,1,0,0
11,2,1.0986122886681098,1,0,0.3333333333333333,0.0,69.19096509240246,0,23.6249144421629,0,45.56605065023956,1,0,1,0,21600.0,9.980494888896912,0,65,4.189654742026425,0,1,0,0,6,1.6427104722792607,0,2,0,0
11,2,1.0986122886681098,1,0,0.3333333333333333,0.0,69.19096509240246,0,23.6249144421629,0,45.56605065023956,1,0,1,0,21600.0,9.980494888896912,0,65,4.189654742026425,0,1,0,0,6,1.6427104722792607,0,2,0,0
13,0,0.0,0,0,0.0,0.0,67.87132101300479,0,42.20670773442848,0,25.66461327857631,1,0,1,0,8548.0,9.053569596026234,0,75,4.330733340286331,0,0,1,0,3,2.6338124572210813,0,2,0,0
13,0,0.0,0,0,0.0,0.0,67.87132101300479,0,42.20670773442848,0,25.66461327857631,1,0,1,0,8548.0,9.053569596026234,0,75,4.330733340286331,0,0,1,0,3,2.6338124572210813,0,2,0,0
13,0,0.0,0,0,0.0,0.0,67.87132101300479,0,42.20670773442848,0,25.66461327857631,1,0,1,0,8548.0,9.053569596026234,0,75,4.330733340286331,0,0,1,0,3,2.6338124572210813,0,2,0,0
14,1,0.6931471805599453,1,0,0.25,0.0,67.52361396303901,0,46.874743326488705,0,20.648870636550306,0,0,1,0,19390.0,9.872564319882619,0,90,4.51085950651685,0,1,1,0,4,3.266255989048597,1,3,0,0
14,1,0.6931471805599453,1,0,0.25,0.0,67.52361396303901,0,46.874743326488705,0,20.648870636550306,0,0,1,0,19390.0,9.872564319882619,0,90,4.51085950651685,0,1,1,0,4,3.266255989048597,1,3,0,0
14,1,0.6931471805599453,1,0,0.25,0.0,67.52361396303901,0,46.874743326488705,0,20.648870636550306,0,0,1,0,19390.0,9.872564319882619,0,90,4.51085950651685,0,1,1,0,4,3.266255989048597,1,3,0,0
15,1,0.6931471805599453,1,0,0.25,0.0,73.31964407939768,1,44.030116358658454,0,29.289527720739223,1,0,1,0,16190.0,9.692210811286753,0,100,4.61512051684126,0,0,0,1,4,3.4387405886379194,0,3,0,0
15,1,0.6931471805599453,1,0,0.25,0.0,73.31964407939768,1,44.030116358658454,0,29.289527720739223,1,0,1,0,16190.0,9.692210811286753,0,100,4.61512051684126,0,0,0,1,4,3.4387405886379194,0,3,0,0
