ID,Value_vehicle,Value_vehicle_log,Is_high_value,Power,Power_log,Is_high_power,Cylinder_capacity,Is_van,Is_passenger_car,Is_motorbike,N_claims_history,R_Claims_history,Claims_per_year,Premium,Premium_log,Premium_to_value_ratio,Driver_age,Is_high_risk_age,Licence_years,Is_novice,Has_second_driver,Is_urban,Weight,Year_matriculation,Is_agent_channel,Is_broker_urban,Composite_risk_score,Seniority,Claims_severity
36488,1088.7,6.99365770798284,0,4,1.6094379124341003,0,49,0,0,1,0,0.0,0.0,141.72,4.960884668831699,0.13005414334220428,46.05886379192334,0,20.372347707049965,0,0,0,60,2001,1,0,0,12,0.0
36488,1088.7,6.99365770798284,0,4,1.6094379124341003,0,49,0,0,1,0,0.0,0.0,143.13,4.970715670095012,0.13134807745250984,46.05886379192334,0,20.372347707049965,0,0,0,60,2001,1,0,0,12,0.0
36489,17150.0,9.749811759932081,0,70,4.2626798770413155,0,1398,0,1,0,2,0.67,0.5,272.12,5.609911259046131,0.01586613025479564,45.60164271047228,0,25.023956194387406,0,0,1,1168,2006,0,1,0,4,0.0
36490,13290.0,9.494842393421333,0,75,4.330733340286331,0,999,0,1,0,0,0.0,0.0,227.08,5.429696444604416,0.017085245654954482,44.4517453798768,0,24.70362765229295,0,0,1,1043,2017,0,1,0,1,0.0
36491,1629.0,7.396335293800808,0,5,1.791759469228055,0,49,0,0,1,0,0.0,0.0,149.62,5.014760108673205,0.09179141104294479,44.29295003422313,0,15.455167693360712,0,0,1,101,2009,0,1,0,1,0.0
36492,20783.53,9.941964238970163,0,110,4.709530201312334,0,2953,1,0,0,0,0.0,0.0,343.84,5.843080541341724,0.01654307314141816,46.42847364818618,0,27.707049965776864,0,0,0,1570,2000,0,0,0,2,0.0
36492,20783.53,9.941964238970163,0,110,4.709530201312334,0,2953,1,0,0,0,0.0,0.0,347.28,5.853006753960415,0.016708580853163384,46.42847364818618,0,27.707049965776864,0,0,0,1570,2000,0,0,0,2,0.0
36493,20770.0,9.941313062076109,0,110,4.709530201312334,0,1997,0,1,0,4,0.0,4.0,417.34,6.036294499025773,0.02009243657021809,43.66050650239562,0,25.50034223134839,0,0,0,1279,2002,1,0,0,1,0.0
36494,12706.0,9.449908301704534,0,64,4.174387269895637,0,1896,0,1,0,0,0.0,0.0,243.22,5.498069458404876,0.019140631148186038,44.10951403148528,0,26.080766598220396,0,0,0,1125,2003,1,0,0,2,0.0
36494,12706.0,9.449908301704534,0,64,4.174387269895637,0,1896,0,1,0,0,0.0,0.0,246.88,5.512944758093907,0.01942866136775006,44.10951403148528,0,26.080766598220396,0,0,0,1125,2003,1,0,0,2,0.0
36495,27400.0,10.21833478806055,1,143,4.969813299576001,1,1995,0,1,0,1,0.16,0.14285714285714285,318.63,5.767164076821024,0.0116284077223459,44.26009582477755,0,25.196440793976727,0,0,1,1320,2007,1,0,0,7,0.0
36495,27400.0,10.21833478806055,1,143,4.969813299576001,1,1995,0,1,0,1,0.16,0.14285714285714285,348.91,5.857675978559423,0.012733476880405825,44.26009582477755,0,25.196440793976727,0,0,1,1320,2007,1,0,0,7,0.0
