ID,Value_vehicle,Value_vehicle_log,Is_high_value,Power,Power_log,Is_high_power,Cylinder_capacity,Is_van,Is_passenger_car,Is_motorbike,N_claims_history,R_Claims_history,Claims_per_year,Premium,Premium_log,Premium_to_value_ratio,Driver_age,Is_high_risk_age,Licence_years,Is_novice,Has_second_driver,Is_urban,Weight,Year_matriculation,Is_agent_channel,Is_broker_urban,Composite_risk_score,Seniority,Claims_severity
1,7068.0,8.863474306170954,0,80,4.394449154672439,0,599,0,0,1,0,0.0,0.0,222.52,5.409500895508652,0.03147828547177819,62.71047227926078,0,42.78165639972622,0,0,0,190,2004,1,0,0,4,0.0
1,7068.0,8.863474306170954,0,80,4.394449154672439,0,599,0,0,1,0,0.0,0.0,213.78,5.369614248430071,0.03024190125901825,62.71047227926078,0,42.78165639972622,0,0,0,190,2004,1,0,0,4,0.0
1,7068.0,8.863474306170954,0,80,4.394449154672439,0,599,0,0,1,0,0.0,0.0,214.84,5.3745373924594455,0.030391851747064647,62.71047227926078,0,42.78165639972622,0,0,0,190,2004,1,0,0,4,0.0
1,7068.0,8.863474306170954,0,80,4.394449154672439,0,599,0,0,1,0,0.0,0.0,216.99,5.384449190177324,0.030695996604894613,62.71047227926078,0,42.78165639972622,0,0,0,190,2004,1,0,0,4,0.0
2,7068.0,8.863474306170954,0,80,4.394449154672439,0,599,0,0,1,0,0.0,0.0,213.7,5.369241704884735,0.03023058424105248,62.71047227926078,0,42.78165639972622,0,0,0,190,2004,1,0,0,4,0.0
2,7068.0,8.863474306170954,0,80,4.394449154672439,0,599,0,0,1,0,0.0,0.0,215.83,5.379113636376126,0.030531899844391006,62.71047227926078,0,42.78165639972622,0,0,0,190,2004,1,0,0,4,0.0
3,16030.0,9.682279626689674,0,85,4.454347296253507,0,1229,0,1,0,0,0.0,0.0,380.2,5.943324171780047,0.023716549185952215,43.78918548939083,0,23.477070499657767,0,0,0,1105,2013,1,0,0,15,0.0
3,16030.0,9.682279626689674,0,85,4.454347296253507,0,1229,0,1,0,0,0.0,0.0,393.5,5.977619140285929,0.024546191753477636,43.78918548939083,0,23.477070499657767,0,0,0,1105,2013,1,0,0,15,0.0
3,16030.0,9.682279626689674,0,85,4.454347296253507,0,1229,0,1,0,0,0.0,0.0,393.5,5.977619140285929,0.024546191753477636,43.78918548939083,0,23.477070499657767,0,0,0,1105,2013,1,0,0,15,0.0
3,16030.0,9.682279626689674,0,85,4.454347296253507,0,1229,0,1,0,0,0.0,0.0,395.47,5.982600376169511,0.024669078660096065,43.78918548939083,0,23.477070499657767,0,0,0,1105,2013,1,0,0,15,0.0
4,1261.82,7.141102594379135,0,6,1.9459101490553132,0,74,0,0,1,0,0.0,0.0,117.01,4.770769366637658,0.09265770260211274,45.4757015742642,0,25.489390828199863,0,0,0,87,1986,1,0,0,3,0.0
4,1261.82,7.141102594379135,0,6,1.9459101490553132,0,74,0,0,1,0,0.0,0.0,117.59,4.775672165976704,0.09311699212872777,45.4757015742642,0,25.489390828199863,0,0,0,87,1986,1,0,0,3,0.0
4,1261.82,7.141102594379135,0,6,1.9459101490553132,0,74,0,0,1,0,0.0,0.0,118.77,4.785573236959415,0.09405140875184112,45.4757015742642,0,25.489390828199863,0,0,0,87,1986,1,0,0,3,0.0
5,3000.0,8.006700845440367,0,6,1.9459101490553132,0,244,0,0,1,0,0.0,0.0,80.25,4.3975308212098465,0.026741086304565145,45.4757015742642,0,25.489390828199863,0,0,0,92,1986,1,0,0,3,0.0
5,3000.0,8.006700845440367,0,6,1.9459101490553132,0,244,0,0,1,0,0.0,0.0,81.05,4.4073288175361,0.02700766411196268,45.4757015742642,0,25.489390828199863,0,0,0,92,1986,1,0,0,3,0.0
6,9927.0,9.203114326884442,0,87,4.477336814478207,0,1598,0,1,0,2,0.16,0.15384615384615385,250.52,5.527522509240842,0.025233682514101533,52.19438740588638,0,28.306639288158795,0,0,0,1055,2006,1,0,0,13,0.0
6,9927.0,9.203114326884442,0,87,4.477336814478207,0,1598,0,1,0,2,0.16,0.15384615384615385,258.04,5.556982489929325,0.0259911361804996,52.19438740588638,0,28.306639288158795,0,0,0,1055,2006,1,0,0,13,0.0
6,9927.0,9.203114326884442,0,87,4.477336814478207,0,1598,0,1,0,2,0.16,0.15384615384615385,259.32,5.561911643470728,0.02612006446414182,52.19438740588638,0,28.306639288158795,0,0,0,1055,2006,1,0,0,13,0.0
7,16550.0,9.71420180194054,0,109,4.700480365792417,0,1396,0,1,0,4,2.0,1.3333333333333333,340.43,5.833142679961908,0.020568545707208025,72.63244353182752,1,18.770704996577688,0,0,0,1168,2009,0,0,1,3,2162.89
8,27330.0,10.21577686808075,1,130,4.875197323201151,1,1984,0,1,0,6,0.34,0.3333333333333333,335.82,5.819548663027908,0.012287146463722512,77.63997262149213,1,56.41615331964408,0,0,0,1310,2001,1,0,2,18,0.0
8,27330.0,10.21577686808075,1,130,4.875197323201151,1,1984,0,1,0,6,0.34,0.3333333333333333,345.91,5.849065380311447,0.012656324320368813,77.63997262149213,1,56.41615331964408,0,0,0,1310,2001,1,0,2,18,0.0
8,27330.0,10.21577686808075,1,130,4.875197323201151,1,1984,0,1,0,6,0.34,0.3333333333333333,342.46,5.839070656555716,0.0125300940324174,77.63997262149213,1,56.41615331964408,0,0,0,1310,2001,1,0,2,18,0.0
9,13140.0,9.483492392643639,0,65,4.189654742026425,0,1870,0,1,0,2,0.5,0.3333333333333333,259.12,5.5611430630009515,0.019718438475001904,69.19096509240246,0,23.6249144421629,0,1,0,1125,2013,0,0,0,6,0.0
9,13140.0,9.483492392643639,0,65,4.189654742026425,0,1870,0,1,0,2,0.5,0.3333333333333333,214.34,5.372218174387571,0.016310783045430332,69.19096509240246,0,23.6249144421629,0,1,0,1125,2013,0,0,0,6,0.0
10,24850.0,10.120653272163802,1,65,4.189654742026425,0,1560,0,1,0,2,0.0,0.3333333333333333,294.93,5.6901229398702355,0.011867932879964588,69.19096509240246,0,23.6249144421629,0,0,0,1530,2013,0,0,0,6,0.0
10,24850.0,10.120653272163802,1,65,4.189654742026425,0,1560,0,1,0,2,0.0,0.3333333333333333,290.5,5.675040005790547,0.011689670435797352,69.19096509240246,0,23.6249144421629,0,0,0,1530,2013,0,0,0,6,0.0
11,21600.0,9.980494888896912,0,65,4.189654742026425,0,1686,0,1,0,2,0.0,0.3333333333333333,253.41,5.5389471388695215,0.011731401324012777,69.19096509240246,0,23.6249144421629,0,1,0,1525,2013,0,0,0,6,0.0
11,21600.0,9.980494888896912,0,65,4.189654742026425,0,1686,0,1,0,2,0.0,0.3333333333333333,243.62,5.499705986059217,0.011278181565668257,69.19096509240246,0,23.6249144421629,0,1,0,1525,2013,0,0,0,6,0.0
12,13780.0,9.531046110875145,0,70,4.2626798770413155,0,1248,1,0,0,8,4.0,2.6666666666666665,474.49,6.164345851270085,0.03443073797257093,72.57494866529774,1,52.219028062970565,0,1,0,1295,2007,0,0,2,3,297.32
12,13780.0,9.531046110875145,0,70,4.2626798770413155,0,1248,1,0,0,8,4.0,2.6666666666666665,483.98,6.184107652973808,0.035119367244757276,72.57494866529774,1,52.219028062970565,0,1,0,1295,2007,0,0,2,3,440.96
12,13780.0,9.531046110875145,0,70,4.2626798770413155,0,1248,1,0,0,8,4.0,2.6666666666666665,488.81,6.1940175608061825,0.03546984979319353,72.57494866529774,1,52.219028062970565,0,1,0,1295,2007,0,0,2,3,0.0
13,8548.0,9.053569596026234,0,75,4.330733340286331,0,1390,0,1,0,0,0.0,0.0,248.68,5.520180097962524,0.029088782313720904,67.87132101300479,0,42.20670773442848,0,0,1,1050,2007,1,0,0,3,0.0
13,8548.0,9.053569596026234,0,75,4.330733340286331,0,1390,0,1,0,0,0.0,0.0,257.39,5.554470071469192,0.030107614925722306,67.87132101300479,0,42.20670773442848,0,0,1,1050,2007,1,0,0,3,0.0
13,8548.0,9.053569596026234,0,75,4.330733340286331,0,1390,0,1,0,0,0.0,0.0,254.81,5.544434981422068,0.029805825242718447,67.87132101300479,0,42.20670773442848,0,0,1,1050,2007,1,0,0,3,0.0
14,19390.0,9.872564319882619,0,90,4.51085950651685,0,1396,0,1,0,1,0.0,0.25,437.32,6.08294923723016,0.022552730648238872,67.52361396303901,0,46.874743326488705,0,1,1,1355,2015,0,1,0,4,0.0
14,19390.0,9.872564319882619,0,90,4.51085950651685,0,1396,0,1,0,1,0.0,0.25,446.24,6.103095363279167,0.02301273786808313,67.52361396303901,0,46.874743326488705,0,1,1,1355,2015,0,1,0,4,0.0
14,19390.0,9.872564319882619,0,90,4.51085950651685,0,1396,0,1,0,1,0.0,0.25,437.32,6.08294923723016,0.022552730648238872,67.52361396303901,0,46.874743326488705,0,1,1,1355,2015,0,1,0,4,0.0
15,16190.0,9.692210811286753,0,100,4.61512051684126,0,1396,0,1,0,1,0.0,0.25,314.3,5.7535245665510155,0.019412019022913965,73.31964407939768,1,44.030116358658454,0,0,0,1110,2015,0,0,1,4,0.0
15,16190.0,9.692210811286753,0,100,4.61512051684126,0,1396,0,1,0,1,0.0,0.25,305.88,5.726456791695074,0.018891977024272744,73.31964407939768,1,44.030116358658454,0,0,0,1110,2015,0,0,1,4,0.0
15,16190.0,9.692210811286753,0,100,4.61512051684126,0,1396,0,1,0,1,0.0,0.25,305.9,5.72652196162569,0.018893212278426285,73.31964407939768,1,44.030116358658454,0,0,0,1110,2015,0,0,1,4,0.0
16,15205.61,9.629485480727553,0,103,4.6443908991413725,0,1596,0,1,0,5,0.2,0.2631578947368421,461.41,6.136451943421901,0.030342725959303225,64.15605749486653,0,28.046543463381244,0,0,0,1145,2001,1,0,1,19,0.0
16,15205.61,9.629485480727553,0,103,4.6443908991413725,0,1596,0,1,0,5,0.2,0.2631578947368421,466.03,6.146393495434301,0.03064654120806675,64.15605749486653,0,28.046543463381244,0,0,0,1145,2001,1,0,1,19,0.0
16,15205.61,9.629485480727553,0,103,4.6443908991413725,0,1596,0,1,0,5,0.2,0.2631578947368421,459.04,6.13131344222438,0.030186872682340115,64.15605749486653,0,28.046543463381244,0,0,0,1145,2001,1,0,1,19,0.0
17,17000.0,9.741027444837728,0,110,4.709530201312334,0,1590,0,1,0,7,0.75,0.7,347.28,5.853006753960415,0.02042703370389977,60.99657768651608,0,40.643394934976044,0,0,1,1154,2001,1,0,1,10,0.0
17,17000.0,9.741027444837728,0,110,4.709530201312334,0,1590,0,1,0,7,0.75,0.7,387.21,5.9615464303206975,0.02277571907534851,60.99657768651608,0,40.643394934976044,0,0,1,1154,2001,1,0,1,10,0.0
17,17000.0,9.741027444837728,0,110,4.709530201312334,0,1590,0,1,0,7,0.75,0.7,391.07,5.971440395277054,0.02300276454326216,60.99657768651608,0,40.643394934976044,0,0,1,1154,2001,1,0,1,10,0.0
18,26400.0,10.181157167204903,1,140,4.948759890378168,1,2204,0,1,0,7,0.36,0.35,350.3,5.861640559271781,0.013268436801636302,77.30869267624914,1,56.33401779603012,0,0,1,1400,2005,1,0,2,20,64.46
18,26400.0,10.181157167204903,1,140,4.948759890378168,1,2204,0,1,0,7,0.36,0.35,327.54,5.794658596113054,0.012406348244384684,77.30869267624914,1,56.33401779603012,0,0,1,1400,2005,1,0,2,20,0.0
18,26400.0,10.181157167204903,1,140,4.948759890378168,1,2204,0,1,0,7,0.36,0.35,324.26,5.784624862500301,0.012282110526116434,77.30869267624914,1,56.33401779603012,0,0,1,1400,2005,1,0,2,20,0.0
19,22400.0,10.016860879703811,0,136,4.919980925828125,1,1998,0,1,0,0,0.0,0.0,265.69,5.586086935171916,0.011860631221820454,75.9835728952772,1,54.49965776865161,0,0,0,1400,2003,0,0,1,1,0.0
20,20720.0,9.938902957757083,0,110,4.709530201312334,0,1968,0,1,0,0,0.0,0.0,346.47,5.850678330342865,0.01672071811206023,74.44763860369609,1,32.58316221765914,0,1,1,1266,2009,1,0,1,2,0.0
20,20720.0,9.938902957757083,0,110,4.709530201312334,0,1968,0,1,0,0,0.0,0.0,356.84,5.880085959124592,0.01722117658414169,74.44763860369609,1,32.58316221765914,0,1,1,1266,2009,1,0,1,2,0.0
21,19340.57,9.870011944616282,0,115,4.7535901911063645,1,2820,0,1,0,0,0.0,0.0,250.46,5.5272839311650355,0.012949310733306553,75.66050650239562,1,45.034907597535934,0,0,0,1995,1991,0,0,1,3,0.0
21,19340.57,9.870011944616282,0,115,4.7535901911063645,1,2820,0,1,0,0,0.0,0.0,259.22,5.56152742707533,0.013402221226094885,75.66050650239562,1,45.034907597535934,0,0,0,1995,1991,0,0,1,3,0.0
21,19340.57,9.870011944616282,0,115,4.7535901911063645,1,2820,0,1,0,0,0.0,0.0,260.51,5.566472523691594,0.013468916949347959,75.66050650239562,1,45.034907597535934,0,0,0,1995,1991,0,0,1,3,0.0
22,15571.0,9.653229708730347,0,100,4.61512051684126,0,1896,0,1,0,1,0.25,0.2,274.61,5.618986822951485,0.017634857436424352,74.74880219028063,1,54.666666666666664,0,0,0,1165,2004,1,0,1,5,0.0
22,15571.0,9.653229708730347,0,100,4.61512051684126,0,1896,0,1,0,1,0.25,0.2,269.72,5.601085076417858,0.01732083226303622,74.74880219028063,1,54.666666666666664,0,0,0,1165,2004,1,0,1,5,0.0
22,15571.0,9.653229708730347,0,100,4.61512051684126,0,1896,0,1,0,1,0.25,0.2,269.72,5.601085076417858,0.01732083226303622,74.74880219028063,1,54.666666666666664,0,0,0,1165,2004,1,0,1,5,0.0
23,19550.0,9.88078171500049,0,90,4.51085950651685,0,1598,0,1,0,0,0.0,0.0,431.93,6.070576052116096,0.022092476088179634,59.71800136892539,0,32.67624914442163,0,1,1,1365,2012,1,0,0,2,0.0
23,19550.0,9.88078171500049,0,90,4.51085950651685,0,1598,0,1,0,0,0.0,0.0,444.88,6.100049857521423,0.022754846299422024,59.71800136892539,0,32.67624914442163,0,1,1,1365,2012,1,0,0,2,0.0
24,24063.94,10.088511288486647,1,115,4.7535901911063645,1,2799,1,0,0,0,0.0,0.0,328.02,5.796118539191275,0.013630617819948855,58.5845311430527,0,36.2135523613963,0,0,0,2223,2001,1,0,0,1,0.0
25,13950.0,9.543306469268108,0,75,4.330733340286331,0,1248,0,1,0,0,0.0,0.0,229.88,5.441898095025561,0.01647767185148018,72.21081451060917,1,31.99726214921287,0,1,1,1130,2008,0,1,1,1,0.0
26,14450.0,9.57851889529833,0,71,4.276666119016055,0,999,0,1,0,0,0.0,0.0,338.16,5.826471972435803,0.023400456715798216,57.39356605065024,0,39.3264887063655,0,0,0,780,2011,0,0,0,2,0.0
26,14450.0,9.57851889529833,0,71,4.276666119016055,0,999,0,1,0,0,0.0,0.0,348.31,5.855959780088937,0.024102830253961663,57.39356605065024,0,39.3264887063655,0,0,0,780,2011,0,0,0,2,0.0
27,33036.8,10.405407639461554,1,109,4.700480365792417,0,2148,1,0,0,0,0.0,0.0,283.09,5.649291089367011,0.008568669826683374,57.385352498288846,0,38.74880219028063,0,0,0,1795,2006,0,0,0,1,0.0
28,18700.0,9.83633227734872,0,116,4.762173934797756,1,1995,0,1,0,2,0.52,0.5,322.56,5.7793845681497515,0.01724827549328913,57.96303901437371,0,21.6290212183436,0,0,0,1290,2006,1,0,0,4,332.02
28,18700.0,9.83633227734872,0,116,4.762173934797756,1,1995,0,1,0,2,0.52,0.5,333.85,5.81368267035606,0.01785198652478477,57.96303901437371,0,21.6290212183436,0,0,0,1290,2006,1,0,0,4,0.0
28,18700.0,9.83633227734872,0,116,4.762173934797756,1,1995,0,1,0,2,0.52,0.5,333.85,5.81368267035606,0.01785198652478477,57.96303901437371,0,21.6290212183436,0,0,0,1290,2006,1,0,0,4,0.0
29,21465.0,9.97422556704147,0,110,4.709530201312334,0,1686,0,1,0,0,0.0,0.0,318.97,5.768227241398966,0.014859312401006243,54.36824093086927,0,34.417522245037645,0,1,1,1428,2014,1,0,0,4,0.0
29,21465.0,9.97422556704147,0,110,4.709530201312334,0,1686,0,1,0,0,0.0,0.0,571.49,6.349995268026932,0.02662303177117302,54.36824093086927,0,34.417522245037645,0,1,1,1428,2014,1,0,0,4,0.0
30,19390.0,9.872564319882619,0,110,4.709530201312334,0,1995,0,1,0,0,0.0,0.0,304.47,5.721851574117079,0.015701614150894747,77.74948665297741,1,50.403832991101986,0,0,1,1340,2001,0,1,1,3,0.0
30,19390.0,9.872564319882619,0,110,4.709530201312334,0,1995,0,1,0,0,0.0,0.0,313.61,5.751333776514423,0.016172966840286733,77.74948665297741,1,50.403832991101986,0,0,1,1340,2001,0,1,1,3,0.0
30,19390.0,9.872564319882619,0,110,4.709530201312334,0,1995,0,1,0,0,0.0,0.0,315.18,5.756311671668041,0.01625393223660461,77.74948665297741,1,50.403832991101986,0,0,1,1340,2001,0,1,1,3,0.0
31,16400.0,9.70509758756311,0,110,4.709530201312334,0,1910,0,1,0,0,0.0,0.0,326.33,5.790968836335117,0.019896957502591305,77.74948665297741,1,50.403832991101986,0,0,1,1305,2001,0,1,1,3,0.0
31,16400.0,9.70509758756311,0,110,4.709530201312334,0,1910,0,1,0,0,0.0,0.0,336.12,5.820438950055879,0.02049387232485824,77.74948665297741,1,50.403832991101986,0,0,1,1305,2001,0,1,1,3,0.0
31,16400.0,9.70509758756311,0,110,4.709530201312334,0,1910,0,1,0,0,0.0,0.0,337.82,5.825468992912801,0.02059752454118651,77.74948665297741,1,50.403832991101986,0,0,1,1305,2001,0,1,1,3,0.0
32,18400.0,9.820160289946374,0,100,4.61512051684126,0,1991,0,1,0,2,0.69,0.5,235.64,5.46653999896249,0.012805825770338567,36.99110198494182,0,18.830937713894592,0,0,0,1427,2003,1,0,0,4,882.0
32,18400.0,9.820160289946374,0,100,4.61512051684126,0,1991,0,1,0,2,0.69,0.5,236.83,5.471556132733606,0.012870496168686485,36.99110198494182,0,18.830937713894592,0,0,0,1427,2003,1,0,0,4,0.0
33,13220.0,9.489561753510097,0,75,4.330733340286331,0,1199,0,1,0,0,0.0,0.0,249.68,5.524177225356475,0.018885107026699946,67.6495550992471,0,43.60301163586585,0,0,0,935,1990,0,0,0,2,0.0
33,13220.0,9.489561753510097,0,75,4.330733340286331,0,1199,0,1,0,0,0.0,0.0,254.67,5.543887550423803,0.019262536873156343,67.6495550992471,0,43.60301163586585,0,0,0,935,1990,0,0,0,2,0.0
34,33400.0,10.416341118636355,1,75,4.330733340286331,0,2199,0,1,0,0,0.0,0.0,257.65,5.555475796449524,0.007713840902966976,67.6495550992471,0,43.60301163586585,0,0,0,1653,1990,0,0,0,2,0.0
35,8732.71,9.074945529922008,0,60,4.110873864173311,0,1124,0,1,0,0,0.0,0.0,249.27,5.5225403350818105,0.028541135439578372,65.41820670773443,0,40.71731690622861,0,1,0,890,1997,1,0,0,3,0.0
36,23900.0,10.081675578048475,1,115,4.7535901911063645,1,1596,0,1,0,3,0.75,0.3333333333333333,267.39,5.592441146579294,0.011187398016819379,33.281314168377826,0,14.255989048596852,0,0,0,1245,2005,0,0,0,9,57.35
36,23900.0,10.081675578048475,1,115,4.7535901911063645,1,1596,0,1,0,3,0.75,0.3333333333333333,275.4,5.621849091893515,0.011522530438056984,33.281314168377826,0,14.255989048596852,0,0,0,1245,2005,0,0,0,9,0.0
37,14153.84,9.557811894055765,0,78,4.3694478524670215,0,2476,1,0,0,7,1.0,0.7777777777777778,271.23,5.6066472972229695,0.01916164364980459,60.32032854209446,0,40.05201916495551,0,0,0,1425,1997,1,0,1,9,0.0
38,17971.0,9.79657027019005,0,75,4.330733340286331,0,1248,1,0,0,0,0.0,0.0,357.46,5.8818170778034515,0.019889828622301358,60.20807665982204,0,41.437371663244356,0,0,0,1115,2006,0,0,0,7,0.0
38,17971.0,9.79657027019005,0,75,4.330733340286331,0,1248,1,0,0,0,0.0,0.0,376.11,5.932536922077654,0.020927553972846652,60.20807665982204,0,41.437371663244356,0,0,0,1115,2006,0,0,0,7,0.0
39,11449.28,9.345769462831859,0,90,4.51085950651685,0,1781,0,1,0,10,1.63,1.4285714285714286,363.9,5.899623343442402,0.03178088221423406,57.19917864476386,0,33.327857631759066,0,0,0,1020,1995,0,0,1,7,336.47
39,11449.28,9.345769462831859,0,90,4.51085950651685,0,1781,0,1,0,10,1.63,1.4285714285714286,363.9,5.899623343442402,0.03178088221423406,57.19917864476386,0,33.327857631759066,0,0,0,1020,1995,0,0,1,7,997.0
39,11449.28,9.345769462831859,0,90,4.51085950651685,0,1781,0,1,0,10,1.63,1.4285714285714286,485.81,6.187873903219555,0.04242778342538348,57.19917864476386,0,33.327857631759066,0,0,0,1020,1995,0,0,1,7,3545.73
40,14896.95,9.608978898575401,0,84,4.442651256490317,0,1598,0,1,0,0,0.0,0.0,291.71,5.679182357787968,0.019580546316775124,74.99794661190965,1,46.74880219028063,0,0,1,1120,2002,1,0,1,8,0.0
40,14896.95,9.608978898575401,0,84,4.442651256490317,0,1598,0,1,0,0,0.0,0.0,277.14,5.628124584050465,0.018602559412536624,74.99794661190965,1,46.74880219028063,0,0,1,1120,2002,1,0,1,8,0.0
41,19532.89,9.87990618478444,0,115,4.7535901911063645,1,2188,0,1,0,4,0.34,0.3333333333333333,241.73,5.491949714487858,0.01237490330906952,78.5763175906913,1,55.05544147843943,0,0,0,1475,1998,1,0,1,12,0.0
41,19532.89,9.87990618478444,0,115,4.7535901911063645,1,2188,0,1,0,4,0.34,0.3333333333333333,244.3,5.502481951264444,0.012506469525527175,78.5763175906913,1,55.05544147843943,0,0,0,1475,1998,1,0,1,12,0.0
41,19532.89,9.87990618478444,0,115,4.7535901911063645,1,2188,0,1,0,4,0.34,0.3333333333333333,232.15,5.45168202325433,0.011884473599472508,78.5763175906913,1,55.05544147843943,0,0,0,1475,1998,1,0,1,12,371.4
42,23450.0,10.06266841688844,1,136,4.919980925828125,1,1997,0,1,0,1,1.0,0.5,374.24,5.92756582125775,0.01595838130570125,60.4435318275154,0,40.58316221765914,0,0,0,1431,2006,0,0,0,2,57.5
42,23450.0,10.06266841688844,1,136,4.919980925828125,1,1997,0,1,0,1,1.0,0.5,376.11,5.932536922077654,0.01603812204170398,60.4435318275154,0,40.58316221765914,0,0,0,1431,2006,0,0,0,2,0.0
43,47527.49,10.769084599694603,1,150,5.017279836814924,1,1997,0,1,0,2,0.0,2.0,689.93,6.538038516176027,0.014516135480003677,55.66598220396988,0,37.223819301848046,0,0,0,2070,2018,0,0,0,1,0.0
44,69000.0,11.141876276228,1,150,5.017279836814924,1,3996,0,1,0,2,0.0,2.0,376.67,5.934020798446277,0.005458906392660976,55.66598220396988,0,37.223819301848046,0,0,0,2260,2018,0,0,0,1,0.0
45,12600.0,9.441531454869693,0,65,4.189654742026425,0,1461,0,1,0,0,0.0,0.0,292.99,5.683545753154764,0.023251329259582572,54.680355920602324,0,35.3264887063655,0,0,0,980,2006,0,0,0,2,0.0
46,12040.0,9.39607277189222,0,75,4.330733340286331,0,1199,0,1,0,1,0.0,0.3333333333333333,316.53,5.760572302057995,0.026287683747197074,53.85352498288843,0,11.624914442162902,0,0,0,960,2004,0,0,0,3,0.0
46,12040.0,9.39607277189222,0,75,4.330733340286331,0,1199,0,1,0,1,0.0,0.3333333333333333,321.26,5.775358673145423,0.02668050826343327,53.85352498288843,0,11.624914442162902,0,0,0,960,2004,0,0,0,3,0.0
46,12040.0,9.39607277189222,0,75,4.330733340286331,0,1199,0,1,0,1,0.0,0.3333333333333333,322.87,5.780342200708301,0.026814218088198654,53.85352498288843,0,11.624914442162902,0,0,0,960,2004,0,0,0,3,0.0
47,16167.23,9.690803484613149,0,95,4.564348191467836,0,1794,0,1,0,4,0.36,0.3333333333333333,152.97,5.036757778241827,0.009461146953005988,51.41409993155373,0,33.24845995893224,0,0,0,1225,1995,1,0,0,12,110.19
47,16167.23,9.690803484613149,0,95,4.564348191467836,0,1794,0,1,0,4,0.36,0.3333333333333333,158.3,5.070789216916003,0.00979080579630547,51.41409993155373,0,33.24845995893224,0,0,0,1225,1995,1,0,0,12,68.79
47,16167.23,9.690803484613149,0,95,4.564348191467836,0,1794,0,1,0,4,0.36,0.3333333333333333,165.79,5.116735536089082,0.010254059968221629,51.41409993155373,0,33.24845995893224,0,0,0,1225,1995,1,0,0,12,0.0
48,40220.0,10.60214452626967,1,95,4.564348191467836,0,2499,0,1,0,4,0.0,0.3333333333333333,264.38,5.58116276110829,0.006573183163024291,51.41409993155373,0,33.24845995893224,0,0,0,1892,1995,1,0,0,12,0.0
49,1949.0,7.575584651557793,0,4,1.6094379124341003,0,49,0,0,1,0,0.0,0.0,93.47,4.548282323781043,0.047933333333333335,52.65160848733744,0,34.25598904859685,0,0,0,73,2006,0,0,0,1,0.0
50,6599.0,8.794824928014517,0,77,4.356708826689592,0,599,0,0,1,0,0.0,0.0,125.21,4.837947186270539,0.01897121212121212,49.08145106091718,0,30.431211498973305,0,0,0,197,2005,1,0,0,5,0.0
50,6599.0,8.794824928014517,0,77,4.356708826689592,0,599,0,0,1,0,0.0,0.0,127.71,4.857561811661286,0.01935,49.08145106091718,0,30.431211498973305,0,0,0,197,2005,1,0,0,5,0.0
50,6599.0,8.794824928014517,0,77,4.356708826689592,0,599,0,0,1,0,0.0,0.0,128.98,4.867380592466203,0.01954242424242424,49.08145106091718,0,30.431211498973305,0,0,0,197,2005,1,0,0,5,0.0
51,13910.0,9.54043517305957,0,82,4.418840607796598,0,1199,0,1,0,2,0.56,0.5,462.39,6.138569032136602,0.03323916325210265,47.8631074606434,0,28.082135523613964,0,0,1,1035,2013,1,0,0,4,0.0
51,13910.0,9.54043517305957,0,82,4.418840607796598,0,1199,0,1,0,2,0.56,0.5,471.62,6.158291682943288,0.0339026669542089,47.8631074606434,0,28.082135523613964,0,0,1,1035,2013,1,0,0,4,2442.39
51,13910.0,9.54043517305957,0,82,4.418840607796598,0,1199,0,1,0,2,0.56,0.5,775.81,6.655195790220722,0.0557695349004385,47.8631074606434,0,28.082135523613964,0,0,1,1035,2013,1,0,0,4,0.0
52,20878.68,9.946531716208638,0,75,4.330733340286331,0,1997,0,1,0,0,0.0,0.0,257.17,5.5536182826613025,0.01231675964382596,78.3107460643395,1,59.290896646132786,0,0,0,1180,2005,0,0,1,3,0.0
53,10515.0,9.260653185849772,0,72,4.290459441148391,0,1150,0,1,0,0,0.0,0.0,308.15,5.733826596004578,0.029302966907569415,75.5564681724846,1,51.66872005475702,0,0,1,990,2007,0,1,1,4,0.0
53,10515.0,9.260653185849772,0,72,4.290459441148391,0,1150,0,1,0,0,0.0,0.0,312.78,5.748692103404809,0.029743248383415744,75.5564681724846,1,51.66872005475702,0,0,1,990,2007,0,1,1,4,0.0
53,10515.0,9.260653185849772,0,72,4.290459441148391,0,1150,0,1,0,0,0.0,0.0,312.78,5.748692103404809,0.029743248383415744,75.5564681724846,1,51.66872005475702,0,0,1,990,2007,0,1,1,4,0.0
54,21090.0,9.956601688185614,0,105,4.663439094112067,0,1896,0,1,0,0,0.0,0.0,286.23,5.660283288543347,0.0135711915034849,75.6331279945243,1,55.644079397672826,0,0,0,1287,2004,1,0,1,3,0.0
55,25370.0,10.141362068450333,1,160,5.081404364984463,1,2230,0,1,0,0,0.0,0.0,339.73,5.831090374796852,0.013390485199637382,73.95756331279945,1,23.811088295687885,0,0,0,1480,2004,1,0,1,2,0.0
55,25370.0,10.141362068450333,1,160,5.081404364984463,1,2230,0,1,0,0,0.0,0.0,343.15,5.841077608844373,0.013525284773954514,73.95756331279945,1,23.811088295687885,0,0,0,1480,2004,1,0,1,2,0.0
56,24875.94,10.121696548935484,1,64,4.174387269895637,0,2953,1,0,0,6,2.23,6.0,411.56,6.022381649742703,0.016543835375251136,69.6290212183436,0,45.7741273100616,0,0,0,2000,1999,0,0,1,1,545.84
